question,answer,text
,1983, 1983
,"January 28, 2017"," January 28, 2017"
,Antony Clapham, Antony Clapham
,India, India
,Chicago Symphony Orchestra, Chicago Symphony Orchestra
,Lady Hardinge Medical College, Lady Hardinge Medical College
, Innovative Women,  Innovative Women
,1957, 1957
,Playing basketball., Playing basketball.
,2006, 2006
,Death Punchies, Death Punchies
,Edward Penﬁeld, Edward Penﬁeld
,Cowan, Cowan
,2022, 2022
,56.7%, 56.7%
,Tricot line, Tricot line
,"""Red Nexus Rising (Interlude)"""," ""Red Nexus Rising (Interlude)"""
,February 2020, February 2020
,Winter, Winter
,1622 and 1623, 1622 and 1623
,Swami Vivekananda Planetarium, Swami Vivekananda Planetarium
,Bonnie, Bonnie
,Gabashane Vincent Rakabaele, Gabashane Vincent Rakabaele
,Pedro Javier Barrientos and Manuel Barrientos, Pedro Javier Barrientos and Manuel Barrientos
,Krishna Mehta, Krishna Mehta
,"25th, July 2022"," 25th, July 2022"
,23 May 2017, 23 May 2017
,1977, 1977
,Léon Gambetta, Léon Gambetta
,August 2022, August 2022
,Liangy Fernandez, Liangy Fernandez
,22 July 1863, 22 July 1863
,Loon Point, Loon Point
,3:34, 3:34
, Glen Cove Hospital,  Glen Cove Hospital
,27 Kartik 2014 BS, 27 Kartik 2014 BS
,1972, 1972
,105 km, 105 km
,Sofiya Nabi Azad, Sofiya Nabi Azad
,"April 29, 2018"," April 29, 2018"
,Martha Sherwood, Martha Sherwood
,Francis J. Pettijohn, Francis J. Pettijohn
,Sextans, Sextans
,William Meny and Paul Simms, William Meny and Paul Simms
,Manic Street Preachers, Manic Street Preachers
,3rd, 3rd
,2009, 2009
,Théodore Gardelle, Théodore Gardelle
,January 1698, January 1698
,"December 27, 2021"," December 27, 2021"
,9, 9
,James Reyes, James Reyes
,CompCert, CompCert
,August 2011, August 2011
,3, 3
,Alexa, Alexa
,"""Do not mourn me, Mother. It was a fair exchange. I may have lost an eye, but I gained a dragon."""," ""Do not mourn me, Mother. It was a fair exchange. I may have lost an eye, but I gained a dragon."""
,"14,857.33"," 14,857.33"
,4, 4
,The Animal Kingdom, The Animal Kingdom
,Philadelphia Phoenix, Philadelphia Phoenix
,1973, 1973
,8 August 1964, 8 August 1964
,263., 263.
,6.9 millimetres, 6.9 millimetres
,2010-2013, 2010-2013
,1556, 1556
,"4. 1 silver, 3 bronze."," 4. 1 silver, 3 bronze."
,John Lawrence LeConte, John Lawrence LeConte
,Jugnu, Jugnu
,Mahapadmasar, Mahapadmasar
,People Power Party., People Power Party.
,21 November, 21 November
,Manishi Dey, Manishi Dey
,1985, 1985
,Metaphase II, Metaphase II
,Koopa Castle, Koopa Castle
,Consumption, Consumption
,"July 22, 2002."," July 22, 2002."
,The Real, The Real
,Fly, Fly
,Leigh, Leigh
,175, 175
,"10 December, 1910."," 10 December, 1910."
,Rajendra Achyut Badwe, Rajendra Achyut Badwe
,31 July 1974, 31 July 1974
,Her bag, Her bag
,Al-Azhar University, Al-Azhar University
,The She-Fox, The She-Fox
,Stoke Ladies, Stoke Ladies
,Providence, Providence
,Season 1 Episode 11: Ricksy Business, Season 1 Episode 11: Ricksy Business
,Thomas Eisner, Thomas Eisner
,Sam Roper, Sam Roper
,Titian Gallery, Titian Gallery
,July 2009, July 2009
,1969, 1969
, Otto von Kotzebue ,  Otto von Kotzebue 
,A sword, A sword
,6th minute, 6th minute
,1849, 1849
,Al-Zabadani , Al-Zabadani 
,"April 21, 2017"," April 21, 2017"
,"Season 2, Episode 8 ""Cooperative Calligraphy"""," Season 2, Episode 8 ""Cooperative Calligraphy"""
,"""Non-Stop"""," ""Non-Stop"""
,2001, 2001
,"August 3rd, 2017"," August 3rd, 2017"
,April 1802, April 1802
,Sarman Munja Jadeja, Sarman Munja Jadeja
,Karlsruhe, Karlsruhe
,"Now, my son"," Now, my son"
,April 2008, April 2008
,1858, 1858
,1931, 1931
,27 x 40, 27 x 40
,It was Loie Fuller who invited Isadora Duncan to tour with her., It was Loie Fuller who invited Isadora Duncan to tour with her.
,5, 5
,new work, new work
,Shawn Evans, Shawn Evans
,Third, Third
,10.1515/cog-2017-0069, 10.1515/cog-2017-0069
,1975, 1975
,8, 8
,18., 18.
,BHP Billiton/Wits University Visual Arts Fellowship, BHP Billiton/Wits University Visual Arts Fellowship
,Ballet Neoconcreto, Ballet Neoconcreto
,"May 17, 2022"," May 17, 2022"
, 2 December 2023,  2 December 2023
,"3,247"," 3,247"
,Donda, Donda
,"July 28, 1983"," July 28, 1983"
,1991, 1991
,2017, 2017
,17 July 2000, 17 July 2000
,Manhattan Suicide Addict, Manhattan Suicide Addict
,Diamond Jim, Diamond Jim
,Nocturne (A Moon Landing), Nocturne (A Moon Landing)
,40:30, 40:30
,black goo, black goo
,137, 137
,1710, 1710
,"May 10, 1996"," May 10, 1996"
,Rachell Marie Hofstetter, Rachell Marie Hofstetter
,Dras, Dras
,DB06626, DB06626
,1 January 1942, 1 January 1942
,6.81b, 6.81b
,John McCarthy, John McCarthy
,Charles Babbage, Charles Babbage
,1987, 1987
,"A, B, C♯, D, E, F, F♯, G♯"," A, B, C♯, D, E, F, F♯, G♯"
,SH155, SH155
,31 August 1794, 31 August 1794
,Meenakshi Balakrishnan, Meenakshi Balakrishnan
,Carlos Adolfo Altgelt and Hans Altgelt, Carlos Adolfo Altgelt and Hans Altgelt
,Kungsängen Golf Club, Kungsängen Golf Club
,"Loyola University, New Orleans"," Loyola University, New Orleans"
,Mon, Mon
,Derrig, Derrig
,Minister Suresh Prabhu, Minister Suresh Prabhu
,"August 24, 1965"," August 24, 1965"
,1946, 1946
, Wolmer's Boys School,  Wolmer's Boys School
,"July 8, 2011"," July 8, 2011"
,"Chad Michaels, Phi Phi O'Hara"," Chad Michaels, Phi Phi O'Hara"
,Gilgit, Gilgit
,Stephan von Breuning, Stephan von Breuning
,Barrow Hills, Barrow Hills
,19, 19
,Damir Dzumhur , Damir Dzumhur 
,Columbia Law School, Columbia Law School
,Tommaso Salvadori, Tommaso Salvadori
,4 June 1924, 4 June 1924
,Gordon McGowan, Gordon McGowan
,Leyden University, Leyden University
,2022, 2022
,Eighteen summer pasture sights., Eighteen summer pasture sights.
,Turdus, Turdus
,2002, 2002
,"December 21, 1910"," December 21, 1910"
,Arnold, Arnold
,Ildiko Rejto-Ujlaki, Ildiko Rejto-Ujlaki
,1756, 1756
,The Nigeen lake, The Nigeen lake
,5°, 5°
,José Júlio de Albuquerque Barros, José Júlio de Albuquerque Barros
,Pacific Coast intercollegiate competition, Pacific Coast intercollegiate competition
,October, October
,"September 14, 2011"," September 14, 2011"
,4 December 2001, 4 December 2001
,165, 165
,Awindra Pratap Pandey, Awindra Pratap Pandey
,2., 2.
,1 km, 1 km
,1716, 1716
,"""Cold Blooded Horror"""," ""Cold Blooded Horror"""
,44th minute, 44th minute
,John Strahan French, John Strahan French
,1944, 1944
,The Problem We All Live With, The Problem We All Live With
,"April 28, 1953"," April 28, 1953"
,200 , 200 
,1967—1994, 1967—1994
,6, 6
,Shamim Ahmed Khan, Shamim Ahmed Khan
,4.5/13, 4.5/13
,28 February 1957, 28 February 1957
,"Season 3, Episode 21, ""The First Chang Dynasty"""," Season 3, Episode 21, ""The First Chang Dynasty"""
,Catherine Gurick, Catherine Gurick
,1775, 1775
,1, 1
,"Season 14, ""Crème Fraîche"""," Season 14, ""Crème Fraîche"""
,May 2006, May 2006
,53:59, 53:59
,Please accept my respectful obeisances., Please accept my respectful obeisances.
,"9, September 2016"," 9, September 2016"
,Larry Gagosian, Larry Gagosian
,22, 22
,Dentist, Dentist
,"August 10, 2018"," August 10, 2018"
,"Causation, Multidimensional Scaling, Graph theory, Cluster analysis, Parallel corpus"," Causation, Multidimensional Scaling, Graph theory, Cluster analysis, Parallel corpus"
,"""Clint Eastwood."""," ""Clint Eastwood."""
,Anna Wardley, Anna Wardley
,"September 20, 1969"," September 20, 1969"
,"November 9, 1990"," November 9, 1990"
,Vladimir Vapnik, Vladimir Vapnik
,Hibiya Open-Air Concert Hall, Hibiya Open-Air Concert Hall
,1395, 1395
,bicycle, bicycle
,2015, 2015
,His Highness Karim Aga Khan IV, His Highness Karim Aga Khan IV
,Multiplex telegraphic system, Multiplex telegraphic system
,MDS and formal paradigms, MDS and formal paradigms
,Netherlands, Netherlands
,50.5 megapixels, 50.5 megapixels
,Bucao, Bucao
,Leslie Wigglesworth, Leslie Wigglesworth
,Sarvepalli Radhakrishnan, Sarvepalli Radhakrishnan
,"January 3, 1868"," January 3, 1868"
,"May 12, 1950"," May 12, 1950"
,Gabriel Oddone, Gabriel Oddone
,Maternal uncle. , Maternal uncle. 
,Cuba, Cuba
,2, 2
,Eleven, Eleven
,105 days, 105 days
,4, 4
,"Episode 8, ""The Vat of Acid Episode"""," Episode 8, ""The Vat of Acid Episode"""
,Shiekh ul Alam, Shiekh ul Alam
,2009., 2009.
,Tartu Town Hall., Tartu Town Hall.
,2 of January of 2019, 2 of January of 2019
,20 May 1986., 20 May 1986.
,Neurasthenia., Neurasthenia.
,"August 17th, 2022"," August 17th, 2022"
,House of Blues, House of Blues
,22 March , 22 March 
, Andre Agassi & John McEnroe,  Andre Agassi & John McEnroe
, Gord Downie,  Gord Downie
,Helmut Lang, Helmut Lang
,10, 10
,Tempo., Tempo.
,"December 31, 1912"," December 31, 1912"
,Dwayne McDuffie and M. D. Bright., Dwayne McDuffie and M. D. Bright.
,Dilbaro, Dilbaro
,May 2023, May 2023
,8 June 2020, 8 June 2020
,Harvard College Observatory, Harvard College Observatory
,Sixth, Sixth
,One and Others, One and Others
,Antique, Antique
,11 years., 11 years.
,18 August 1957, 18 August 1957
,6, 6
,Universidad de los Andes, Universidad de los Andes
,Patricia Strasburger, Patricia Strasburger
,11 December 1905, 11 December 1905
,1989, 1989
,Roger Pfund, Roger Pfund
,MKBHD, MKBHD
,May 2016, May 2016
,Minister of Public Works, Minister of Public Works
,Brooklyn, Brooklyn
,NL-08, NL-08
,"Season 1, Episode 1.4"," Season 1, Episode 1.4"
,Kyarorina, Kyarorina
,Bo'az Klartag and Assaf Naor, Bo'az Klartag and Assaf Naor
,University of Gdańsk, University of Gdańsk
,D00224, D00224
,"Kildeer, Illinois"," Kildeer, Illinois"
,Saul Rosen, Saul Rosen
,25, 25
,"516,100"," 516,100"
,7, 7
,1.4.2.3, 1.4.2.3
,"Laerryn Coramar-Seelie, played by Aabria Iyengar"," Laerryn Coramar-Seelie, played by Aabria Iyengar"
,92.71%, 92.71%
,0.012%, 0.012%
,Southampton., Southampton.
,Nanda Lake, Nanda Lake
,San Luis de Góngora, San Luis de Góngora
,"24,693"," 24,693"
,Goodby, Goodby
,Sabrina Costelana, Sabrina Costelana
,1974, 1974
,white & black, white & black
,"Dec 8, 2020"," Dec 8, 2020"
,PURMANDAL, PURMANDAL
,"15th of November, 2010"," 15th of November, 2010"
,Philip Leder, Philip Leder
,Mireya Moscoso, Mireya Moscoso
,Don Matías Jaramillo, Don Matías Jaramillo
,Punkature, Punkature
,41, 41
,"November 18, 2023"," November 18, 2023"
,"25 October, 1999"," 25 October, 1999"
,3, 3
,Small Cowper Madonna, Small Cowper Madonna
,1941, 1941
,The Transformation of the U.S. Senate, The Transformation of the U.S. Senate
,Philosophy, Philosophy
,5, 5
,"December 25, 1896."," December 25, 1896."
,1955., 1955.
,Barbie, Barbie
,"November 24, 2021"," November 24, 2021"
,"20 January, 1978"," 20 January, 1978"
,1955, 1955
,Hillsboro High School, Hillsboro High School
,2, 2
,"4 years, 122 days"," 4 years, 122 days"
,1.82, 1.82
,7, 7
,Brandeis University, Brandeis University
,12, 12
,7:51, 7:51
,1981, 1981
,1932, 1932
,"August 26, 2002 – May 22, 2004"," August 26, 2002 – May 22, 2004"
,1976, 1976
,2008, 2008
,Hudson, Hudson
,"April 5, 2011"," April 5, 2011"
,Donald Cripps, Donald Cripps
,Colin Patterson, Colin Patterson
,Ski Instructor, Ski Instructor
,25, 25
,Pikaia Lodge, Pikaia Lodge
,Shirley Jeffrey, Shirley Jeffrey
,1968, 1968
,Delia Josephine Grady and James Manning, Delia Josephine Grady and James Manning
,"September 9, 2015"," September 9, 2015"
,Rahman, Rahman
,430 mi, 430 mi
,"January 17, 2002"," January 17, 2002"
,Jocelyn V Gonzalez, Jocelyn V Gonzalez
,Lions and Waratahs, Lions and Waratahs
,Blades in the Dark, Blades in the Dark
,6 feet, 6 feet
,1961, 1961
,New York City, New York City
,2022, 2022
,1981, 1981
,Elective Governor Act, Elective Governor Act
,University of Ibadan, University of Ibadan
,1896, 1896
,Kerem Beyit, Kerem Beyit
,Mayor Cr. J. Robinson, Mayor Cr. J. Robinson
,German and French, German and French
,International Society for Mathematical Sciences, International Society for Mathematical Sciences
,Beehives, Beehives
,3.5, 3.5
,Charles Wallace India Trust, Charles Wallace India Trust
,Alexander Ratushnyak, Alexander Ratushnyak
,31 King Street East, 31 King Street East
,Gómez Carrillo, Gómez Carrillo
,1994, 1994
,4, 4
,Pickett, Pickett
,Prince Albert., Prince Albert.
,Pople, Pople
,2008, 2008
,2012, 2012
,Alan Turing, Alan Turing
,Petr Vaníček, Petr Vaníček
,"Concord, Massachusetts"," Concord, Massachusetts"
,1872, 1872
,2014, 2014
,Cancer, Cancer
,July 1944, July 1944
,1556, 1556
,The Oddball Parade, The Oddball Parade
,Max Wolf and Friedrich Karl Arnold Schwassmann, Max Wolf and Friedrich Karl Arnold Schwassmann
,IMPHAL, IMPHAL
,Akademi Puraskar, Akademi Puraskar
,Ralph Flanders, Ralph Flanders
,1994, 1994
,Pray You Catch Me, Pray You Catch Me
,Khaje Nasir Toosi University of Technology, Khaje Nasir Toosi University of Technology
,The Jean Thomson Collection of Original Art, The Jean Thomson Collection of Original Art
,Jeffreys, Jeffreys
,8 May 2009, 8 May 2009
,Cheesegeek, Cheesegeek
,Covid, Covid
,2023, 2023
,December 1972, December 1972
,10, 10
,9, 9
,Jerome of Saxton., Jerome of Saxton.
,Andhra Pradesh , Andhra Pradesh 
,1969, 1969
,10.6, 10.6
,1959, 1959
,1967, 1967
,Koraput district, Koraput district
,Himachal Pradesh, Himachal Pradesh
,Decca Records., Decca Records.
,1509, 1509
,Ivan Pavlov, Ivan Pavlov
,The Goat Amalthea with the Infant Jupiter and a Faun, The Goat Amalthea with the Infant Jupiter and a Faun
,February 2008, February 2008
,1989, 1989
,1858, 1858
,Catfish, Catfish
,74, 74
,Kate Seaver, Kate Seaver
,Classical Garamond, Classical Garamond
,12.27, 12.27
,2000, 2000
,126 Velleda, 126 Velleda
,"""Like a Champion"""," ""Like a Champion"""
,30 August 1979, 30 August 1979
,51 Nemausa, 51 Nemausa
,Mohammad Nawaz Khokhar, Mohammad Nawaz Khokhar
,Colegio Lacordaire, Colegio Lacordaire
,31 January 1948, 31 January 1948
,6 years old, 6 years old
, SSLV-D1 mission,  SSLV-D1 mission
,3 October 1993, 3 October 1993
,"$321,500"," $321,500"
,Premier William Davis, Premier William Davis
,"Season 1, Episode 18, Basic Genealogy"," Season 1, Episode 18, Basic Genealogy"
,1986, 1986
,Pneumonia, Pneumonia
,8 May 2012, 8 May 2012
,3, 3
,Order of Ontario, Order of Ontario
,1891, 1891
,1997, 1997
,13 April 1879, 13 April 1879
,180caf23dd71383921e368128fb6db52, 180caf23dd71383921e368128fb6db52
,Theoretical Linguistics, Theoretical Linguistics
,1962, 1962
,January 2023, January 2023
,1964, 1964
,March 2023., March 2023.
,April 2019, April 2019
,1925, 1925
,2021, 2021
,1965, 1965
,"June 20, 1917"," June 20, 1917"
,Fired Up!, Fired Up!
,223., 223.
,"4,551"," 4,551"
,"August 14, 2020 "," August 14, 2020 "
,"1,667 ft"," 1,667 ft"
,Imperatour., Imperatour.
,University of Miami Medical School, University of Miami Medical School
,61, 61
,23 October 2005, 23 October 2005
,Mike Rochester, Mike Rochester
,Jaume Munar, Jaume Munar
,26 October 2021, 26 October 2021
,Carnegie Mellon University, Carnegie Mellon University
,Awake from Mourning, Awake from Mourning
,2014, 2014
,Viștea Mare, Viștea Mare
,21 June 1969, 21 June 1969
,8 November 1995, 8 November 1995
,1948, 1948
,Women’s Rights Are Human Rights, Women’s Rights Are Human Rights
,"Julio Corzo
"," Julio Corzo
"
,102, 102
,2010, 2010
,Alexandr Shmonov, Alexandr Shmonov
,Graciela Guardone, Graciela Guardone
,4° and 12°N, 4° and 12°N
,2909, 2909
,"December 16, 2010"," December 16, 2010"
,Monthey, Monthey
,"The painter Archibald J. Motley Jr. painted ""The Octoroon Girl"" in 1925."," The painter Archibald J. Motley Jr. painted ""The Octoroon Girl"" in 1925."
,1948, 1948
,14 years old., 14 years old.
,"North Dakota, South Dakota, Nebraska"," North Dakota, South Dakota, Nebraska"
,"Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. Saghir Ahmad."," Ahmadi C. J., Kuldip Singh, B. P. Jeevan Reddy, N. P. Singh, and S. Saghir Ahmad."
,Katharine B. Blodgett, Katharine B. Blodgett
,21 January 1973, 21 January 1973
,Fated Time, Fated Time
,98, 98
,"September 24, 1989"," September 24, 1989"
,1790, 1790
,"7,305.99"," 7,305.99"
,1930, 1930
,1956., 1956.
,Aldo Carlos Neri, Aldo Carlos Neri
,"Newport Beach, California"," Newport Beach, California"
,Christof Theißen, Christof Theißen
,2021, 2021
,4.5 m (15 ft), 4.5 m (15 ft)
,Jesper Parnevik, Jesper Parnevik
,September 2015., September 2015.
,John Wadsworth., John Wadsworth.
,"May 26th, 2021"," May 26th, 2021"
,Josh Souza, Josh Souza
,"""Saint-Gral Labyrinth"""," ""Saint-Gral Labyrinth"""
," 1,078,692","  1,078,692"
,23 November 2022, 23 November 2022
,1898, 1898
,Halliwell , Halliwell 
,Tony Tucci, Tony Tucci
,Gallium, Gallium
,Ryan Scott Anderson, Ryan Scott Anderson
,Park Geun-hye , Park Geun-hye 
,3 feet, 3 feet
,L'amoureuse, L'amoureuse
,The Philadelphia Eagles, The Philadelphia Eagles
,"subjective,  psychological,  performance and physiological  methods"," subjective,  psychological,  performance and physiological  methods"
,Best TV Series, Best TV Series
,David Wilkie, David Wilkie
,New York University., New York University.
,Illinois State University., Illinois State University.
,1 year., 1 year.
,1919, 1919
,Kalina Hristova, Kalina Hristova
,Matthew McClurkin, Matthew McClurkin
,1 July 2018, 1 July 2018
,1480 English guineas, 1480 English guineas
,28 October 2023, 28 October 2023
,42.75, 42.75
,Syracuse University, Syracuse University
,platinum, platinum
,1840, 1840
,"19 June, 1942"," 19 June, 1942"
,Chamotte, Chamotte
,Andrea Lang Gurka, Andrea Lang Gurka
,Cold Blood, Cold Blood
,"Walter Gustave ""Gus"" Haenschen"," Walter Gustave ""Gus"" Haenschen"
,5 November 2022, 5 November 2022
,Public Law No: 117-17, Public Law No: 117-17
,Benjamin Netanyahu, Benjamin Netanyahu
,ド・キ・ド・キ☆モーニング[ Doki Doki☆Morning ] by BABYMETAL, ド・キ・ド・キ☆モーニング[ Doki Doki☆Morning ] by BABYMETAL
,George Richard Moscone, George Richard Moscone
,Laysongs, Laysongs
,Chris Frazer Smith, Chris Frazer Smith
,Estelle Marks, Estelle Marks
,"31,484"," 31,484"
,Two, Two
,"Dear Raja Sahib, "," Dear Raja Sahib, "
,Ángel Eusebio Ibarra García, Ángel Eusebio Ibarra García
,26 December 1999, 26 December 1999
,2009, 2009
,North Red Deer., North Red Deer.
,Aston Villa, Aston Villa
,Lark Voorhies, Lark Voorhies
,5 September 1939, 5 September 1939
,"October 15, 2018"," October 15, 2018"
,9 January 2012, 9 January 2012
,Washington High School., Washington High School.
,1816, 1816
,To make this clime a land of righteousness, To make this clime a land of righteousness
,"""She Even Woke Me Up to Say Goodbye"""," ""She Even Woke Me Up to Say Goodbye"""
,1906, 1906
,2016, 2016
,Niels Fabian Helge von Koch, Niels Fabian Helge von Koch
,August 2019, August 2019
,31 October 2014 , 31 October 2014 
,1.2.1, 1.2.1
,Godmar Back, Godmar Back
,Ashraf Abbasi, Ashraf Abbasi
,1761, 1761
,14, 14
,Bank of Charles Town, Bank of Charles Town
,1972, 1972
,Outstanding Special Class Animated Program , Outstanding Special Class Animated Program 
,Wilfred Ferguson, Wilfred Ferguson
,Arthur H. Kopp, Arthur H. Kopp
,12 April 2018, 12 April 2018
,1967, 1967
,1982, 1982
,"20,775"," 20,775"
,1985, 1985
,The Los Alamos National Laboratory, The Los Alamos National Laboratory
,"January 30, 2020"," January 30, 2020"
,Perú, Perú
,1999, 1999
,"$40,000"," $40,000"
,"$33,000"," $33,000"
,Ordinary days, Ordinary days
,George Pravda, George Pravda
,"26 Mar, 2006"," 26 Mar, 2006"
,583, 583
,Singapore, Singapore
,Dr Arnavaz Havewalla, Dr Arnavaz Havewalla
,Père Lachaise Cemetery, Père Lachaise Cemetery
,Massimo Mastrorillo, Massimo Mastrorillo
,Sir Joshua Reynolds, Sir Joshua Reynolds
,1955 , 1955 
,Kathleen Mitchell Elementary School, Kathleen Mitchell Elementary School
,The Kennedy Center Honors, The Kennedy Center Honors
,Rs 500 crore, Rs 500 crore
,1819, 1819
,No one., No one.
,Mizkif, Mizkif
,"January 20th, 1971"," January 20th, 1971"
,Jimmy Choo, Jimmy Choo
,1961, 1961
,Montebello High School, Montebello High School
,Adrian Hill, Adrian Hill
,"October 10, 2018"," October 10, 2018"
,Count Ōkuma Shigenobu, Count Ōkuma Shigenobu
,Antonia Maza, Antonia Maza
,"St Aidan's Church, Blackhill, Consett"," St Aidan's Church, Blackhill, Consett"
,July 2010, July 2010
,Andrea Rotnitzky, Andrea Rotnitzky
,5, 5
,Dr Mushtaq Ahmad, Dr Mushtaq Ahmad
,Akkihebbal, Akkihebbal
,Paul D. Bartlett, Paul D. Bartlett
,3rd round, 3rd round
,1977, 1977
,South Africa, South Africa
,Irina Shtork & Taavi Rand, Irina Shtork & Taavi Rand
,Belvedere Palace, Belvedere Palace
,Two, Two
,"10,084"," 10,084"
,"7,000"," 7,000"
,Second, Second
,Barraud & Jerrard, Barraud & Jerrard
,The Cradle Will Rock, The Cradle Will Rock
,2006, 2006
,George Washington University, George Washington University
,Gliese 367 b, Gliese 367 b
,Anna Bruun Tordenskjold, Anna Bruun Tordenskjold
,September 2015., September 2015.
,10.1515/thli.2008.007, 10.1515/thli.2008.007
,James., James.
,Iris Litt, Iris Litt
,Robert Graham, Robert Graham
,13 March 1893, 13 March 1893
,	Juan Pablo Guzmán Perdomo, 	Juan Pablo Guzmán Perdomo
,Alenoush Terian., Alenoush Terian.
,Atlanta Journal-Constitution, Atlanta Journal-Constitution
,AVM High School, AVM High School
,June 2009, June 2009
,Ball-and-socket joints, Ball-and-socket joints
,Philadelphia Daily News, Philadelphia Daily News
,Puyallup, Puyallup
,Diazepam, Diazepam
,4 July 1893, 4 July 1893
,David de Gea, David de Gea
,Colorado 1 - 0 Boston, Colorado 1 - 0 Boston
,November 1888, November 1888
,Melanie Ravenswood, Melanie Ravenswood
,7000, 7000
,Ali Imam, Ali Imam
,Ackermann–Teubner Memorial Award, Ackermann–Teubner Memorial Award
,Theology, Theology
,VSTACK, VSTACK
,May 2005, May 2005
,1952, 1952
,2001, 2001
,Dalen's Closet, Dalen's Closet
,10 March 1963, 10 March 1963
,Edwin White, Edwin White
,Puppis, Puppis
,April 2009, April 2009
,Ashley January, Ashley January
,Peter Davis., Peter Davis.
,"3,524"," 3,524"
,A. W. Skempton, A. W. Skempton
,Muhammad Ali Jinnah, Muhammad Ali Jinnah
,16:01.73 seconds, 16:01.73 seconds
,200, 200
,1981-1999, 1981-1999
,"Mandi Bahauddin, Punjab"," Mandi Bahauddin, Punjab"
,17 June 2009, 17 June 2009
,1977 , 1977 
,Himani Mukherjee, Himani Mukherjee
,"December 1st, 2017"," December 1st, 2017"
,Dublin, Dublin
,D08054, D08054
,His pet chicken Myrtle, His pet chicken Myrtle
,Prakash Sharan Mahat, Prakash Sharan Mahat
,40, 40
, 350 meters,  350 meters
,Two., Two.
,October 2018, October 2018
,Robert Portner, Robert Portner
,7, 7
,Kuala Lumpur, Kuala Lumpur
,Los Feliz Grammar School., Los Feliz Grammar School.
,Battle of Austerlitz, Battle of Austerlitz
,Willa Collar, Willa Collar
,McLennan Community College, McLennan Community College
,Natasha Lyonne and Judy Garland, Natasha Lyonne and Judy Garland
,Cornelius Holmboe, Cornelius Holmboe
,2018, 2018
,1984., 1984.
,"January, 2006."," January, 2006."
, 7 November 1959,  7 November 1959
,2 , 2 
,"February 16, 1983"," February 16, 1983"
,107.0, 107.0
,"September 27, 2019"," September 27, 2019"
,1877, 1877
,Ahmedabad., Ahmedabad.
,University of Pennsylvania, University of Pennsylvania
,Jose Albano Fragosa, Jose Albano Fragosa
,Tijjibai, Tijjibai
,Botony, Botony
,4, 4
,"December, 1991"," December, 1991"
, Kashmiri,  Kashmiri
,1931, 1931
,Walhonding River, Walhonding River
,September 2014, September 2014
,1839, 1839
,189, 189
, Lilian Gentry,  Lilian Gentry
,3.7, 3.7
,Albert Ribeiro, Albert Ribeiro
,Marusudar River, Marusudar River
,Shangri-La , Shangri-La 
,Gunnar von Heijne, Gunnar von Heijne
,New York City, New York City
," King Dipendra, Prince Nirajan, and Princess Shruti","  King Dipendra, Prince Nirajan, and Princess Shruti"
,638, 638
,1868, 1868
,"Alex, Reid, and Lefevre Gallery"," Alex, Reid, and Lefevre Gallery"
,20, 20
,8, 8
,Fucking Money Man, Fucking Money Man
,medicine, medicine
,52, 52
,"June 24, 1993"," June 24, 1993"
,Rudi Dekkers, Rudi Dekkers
,BlauOrange Kunstpreis, BlauOrange Kunstpreis
,Brooklyn Superbas, Brooklyn Superbas
,1.65, 1.65
,44 miles, 44 miles
,2022, 2022
,2, 2
,1948, 1948
,22 May 2007, 22 May 2007
,Our World, Our World
,"June 29, 1938"," June 29, 1938"
,Brenda Fassie, Brenda Fassie
,Miranda., Miranda.
,"July 26, 2021"," July 26, 2021"
,Mane, Mane
,"October 23, 1976"," October 23, 1976"
,Dick Oram, Dick Oram
,Ajaz Ahmed Khan, Ajaz Ahmed Khan
,Khatuni., Khatuni.
,Slovácko, Slovácko
,Jackie Li, Jackie Li
,Railway Protection Force, Railway Protection Force
,Mark Lancaster, Mark Lancaster
,Gardner, Gardner
,The Republic of Colombia , The Republic of Colombia 
,2015, 2015
,Belle da Costa Greene, Belle da Costa Greene
,Vice & Virtue, Vice & Virtue
,Burke Mountain Academy, Burke Mountain Academy
,3 years. , 3 years. 
,"Karachi, Pakistan"," Karachi, Pakistan"
,1950, 1950
,2006, 2006
,1842, 1842
,355.9, 355.9
,auto theft, auto theft
,1939, 1939
,Takao Kondo, Takao Kondo
,88.0, 88.0
,Manhattan, Manhattan
,Larry King Show, Larry King Show
,"July 10, 2010"," July 10, 2010"
,1, 1
,Sergio Osmeña, Sergio Osmeña
,1945, 1945
,Ozzie Hathaway, Ozzie Hathaway
,College of Lore, College of Lore
,Kumasi High School, Kumasi High School
,"April 1, 1994"," April 1, 1994"
,Mario José Echandi Jiménez, Mario José Echandi Jiménez
,2010, 2010
,June 2022, June 2022
,Norman Rockwell, Norman Rockwell
,1974, 1974
,In the shipbuilding industry., In the shipbuilding industry.
,31YO63LBSN, 31YO63LBSN
,Zorr Bridge, Zorr Bridge
,David J. Peterson and Carl Buck, David J. Peterson and Carl Buck
,"""Right Here (Human Nature Remix)"""," ""Right Here (Human Nature Remix)"""
, Musashi High School,  Musashi High School
,Omar Abdullah, Omar Abdullah
,C29H23F6N5O3, C29H23F6N5O3
,30 June 1925, 30 June 1925
,Etta Wriedt, Etta Wriedt
,TAFKAP, TAFKAP
,Chicagoland Speedway, Chicagoland Speedway
,1996, 1996
,Stroke, Stroke
,1991, 1991
,1870, 1870
,1868, 1868
,30 June 2007, 30 June 2007
